RecordID,Country,Gender,Demographics Question,Demographics Response,Question,Year,Value,Population
353,Angola,F,Residence,Urban,... for at least one specific reason,2015,0.042164268793225705,28127724
73,Angola,F,Residence,Rural,... if she argues with him,2015,0.467851495681829,28127724
73,Angola,F,Residence,Urban,... if she argues with him,2015,-0.5830638456994105,28127724
143,Angola,F,Residence,Rural,... if she goes out without telling him,2015,0.2483565193173928,28127724
143,Angola,F,Residence,Urban,... if she goes out without telling him,2015,-0.5564583940188728,28127724
213,Angola,F,Residence,Rural,... if she neglects the children,2015,0.36808105187981255,28127724
213,Angola,F,Residence,Urban,... if she neglects the children,2015,-0.43673386145645315,28127724
283,Angola,F,Residence,Rural,... if she refuses to have sex with him,2015,0.14193471259524212,28127724
283,Angola,F,Residence,Urban,... if she refuses to have sex with him,2015,-0.7959074591437123,28127724
353,Angola,M,Age,15-24,... for at least one specific reason,2015,0.281613333918065,28127724
353,Angola,M,Age,25-34,... for at least one specific reason,2015,-0.0443034491685219,28127724
353,Angola,M,Age,35-49,... for at least one specific reason,2015,-0.23054161093228592,28127724
73,Angola,M,Age,15-24,... if she argues with him,2015,-0.43673386145645315,28127724
73,Angola,M,Age,25-34,... if she argues with him,2015,-0.5697611198591417,28127724
73,Angola,M,Age,35-49,... if she argues with him,2015,-0.7626506445430401,28127724
143,Angola,M,Age,15-24,... if she goes out without telling him,2015,-0.6828342895014269,28127724
143,Angola,M,Age,25-34,... if she goes out without telling him,2015,-0.7360451928625024,28127724
143,Angola,M,Age,35-49,... if she goes out without telling him,2015,-0.809210184983981,28127724
213,Angola,M,Age,15-24,... if she neglects the children,2015,-0.37687159517524327,28127724
213,Angola,M,Age,25-34,... if she neglects the children,2015,-0.5631097569390073,28127724
213,Angola,M,Age,35-49,... if she neglects the children,2015,-0.6562288378208891,28127724
283,Angola,M,Age,15-24,... if she refuses to have sex with him,2015,-0.855769725424922,28127724
283,Angola,M,Age,25-34,... if she refuses to have sex with him,2015,-0.9089806287859975,28127724
283,Angola,M,Age,35-49,... if she refuses to have sex with him,2015,-0.9821456209074761,28127724
353,Angola,M,Education,Higher,... for at least one specific reason,2015,-1.0154024355081483,28127724
353,Angola,M,Education,No education,... for at least one specific reason,2015,0.5011083102825011,28127724
353,Angola,M,Education,Primary,... for at least one specific reason,2015,0.467851495681829,28127724
353,Angola,M,Education,Secondary,... for at least one specific reason,2015,-0.07090890084905951,28127724
73,Angola,M,Education,Higher,... if she argues with him,2015,-1.16838378267124,28127724
73,Angola,M,Education,No education,... if she argues with him,2015,-0.217238885092017,28127724
73,Angola,M,Education,Primary,... if she argues with him,2015,-0.2837525142933613,28127724
73,Angola,M,Education,Secondary,... if she argues with him,2015,-0.6628802007410237,28127724
143,Angola,M,Education,Higher,... if she goes out without telling him,2015,-1.16838378267124,28127724
143,Angola,M,Education,No education,... if she goes out without telling him,2015,-0.3835229580953777,28127724
143,Angola,M,Education,Primary,... if she goes out without telling him,2015,-0.5298529423383351,28127724
143,Angola,M,Education,Secondary,... if she goes out without telling him,2015,-0.8225129108242498,28127724
213,Angola,M,Education,Higher,... if she neglects the children,2015,-1.1550810568309713,28127724
213,Angola,M,Education,No education,... if she neglects the children,2015,-0.05760617500879071,28127724
213,Angola,M,Education,Primary,... if she neglects the children,2015,-0.13742253005040378,28127724
213,Angola,M,Education,Secondary,... if she neglects the children,2015,-0.6695315636611581,28127724
283,Angola,M,Education,Higher,... if she refuses to have sex with him,2015,-1.2348974118725844,28127724
283,Angola,M,Education,No education,... if she refuses to have sex with him,2015,-0.5298529423383351,28127724
283,Angola,M,Education,Primary,... if she refuses to have sex with him,2015,-0.7693020074631746,28127724
283,Angola,M,Education,Secondary,... if she refuses to have sex with him,2015,-0.9821456209074761,28127724
353,Angola,M,Employment,Employed for cash,... for at least one specific reason,2015,0.03551290587309119,28127724
353,Angola,M,Employment,Employed for kind,... for at least one specific reason,2015,0.294916059758334,28127724
353,Angola,M,Employment,Unemployed,... for at least one specific reason,2015,-0.011046634567849762,28127724
73,Angola,M,Employment,Employed for cash,... if she argues with him,2015,-0.5498070310987384,28127724
73,Angola,M,Employment,Employed for kind,... if she argues with him,2015,-0.3901743210155121,28127724
73,Angola,M,Employment,Unemployed,... if she argues with him,2015,-0.6429261119806203,28127724
143,Angola,M,Employment,Employed for cash,... if she goes out without telling him,2015,-0.729393829942368,28127724
143,Angola,M,Employment,Employed for kind,... if she goes out without telling him,2015,-0.6628802007410237,28127724
143,Angola,M,Employment,Unemployed,... if she goes out without telling him,2015,-0.7626506445430401,28127724
213,Angola,M,Employment,Employed for cash,... if she neglects the children,2015,-0.5232015794182007,28127724
213,Angola,M,Employment,Employed for kind,... if she neglects the children,2015,-0.35691750641483994,28127724
213,Angola,M,Employment,Unemployed,... if she neglects the children,2015,-0.5365043052584696,28127724
283,Angola,M,Employment,Employed for cash,... if she refuses to have sex with him,2015,-0.9289347175464008,28127724
283,Angola,M,Employment,Employed for kind,... if she refuses to have sex with him,2015,-0.7892560962235777,28127724
283,Angola,M,Employment,Unemployed,... if she refuses to have sex with him,2015,-0.9156319917061319,28127724
353,Angola,M,Marital status,Married or living together,... for at least one specific reason,2015,-0.004395271647715239,28127724
353,Angola,M,Marital status,Never married,... for at least one specific reason,2015,0.09537517215430118,28127724
353,Angola,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2015,0.3946865035603504,28127724
73,Angola,M,Marital status,Married or living together,... if she argues with him,2015,-0.5764124827792761,28127724
73,Angola,M,Marital status,Never married,... if she argues with him,2015,-0.5697611198591417,28127724
73,Angola,M,Marital status,"Widowed, divorced, separated",... if she argues with him,2015,-0.1174684412900007,28127724
143,Angola,M,Marital status,Married or living together,... if she goes out without telling him,2015,-0.7360451928625024,28127724
143,Angola,M,Marital status,Never married,... if she goes out without telling him,2015,-0.7426965557826368,28127724
143,Angola,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2015,-0.42343113561618423,28127724
213,Angola,M,Marital status,Married or living together,... if she neglects the children,2015,-0.49659612773766304,28127724
213,Angola,M,Marital status,Never married,... if she neglects the children,2015,-0.5298529423383351,28127724
213,Angola,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,2015,-0.16402798173094163,28127724
283,Angola,M,Marital status,Married or living together,... if she refuses to have sex with him,2015,-0.9355860804665352,28127724
283,Angola,M,Marital status,Never married,... if she refuses to have sex with him,2015,-0.8890265400255941,28127724
283,Angola,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2015,-0.622972023220217,28127724
353,Angola,M,Residence,Rural,... for at least one specific reason,2015,0.5011083102825011,28127724
353,Angola,M,Residence,Urban,... for at least one specific reason,2015,-0.11081707836986618,28127724
73,Angola,M,Residence,Rural,... if she argues with him,2015,-0.23054161093228592,28127724
73,Angola,M,Residence,Urban,... if she argues with him,2015,-0.6828342895014269,28127724
143,Angola,M,Residence,Rural,... if she goes out without telling him,2015,-0.5298529423383351,28127724
143,Angola,M,Residence,Urban,... if she goes out without telling him,2015,-0.8025588220638467,28127724
213,Angola,M,Residence,Rural,... if she neglects the children,2015,-0.07756026376919403,28127724
213,Angola,M,Residence,Urban,... if she neglects the children,2015,-0.6628802007410237,28127724
283,Angola,M,Residence,Rural,... if she refuses to have sex with him,2015,-0.6562288378208891,28127724
283,Angola,M,Residence,Urban,... if she refuses to have sex with him,2015,-1.0020997096678794,28127724
4,Armenia,F,Education,No education,... if she burns the food,2015,0.03967246026562371,2878598
4,Armenia,F,Education,Higher,... if she burns the food,2015,-1.274805589393391,2878598
4,Armenia,F,Education,Primary,... if she burns the food,2015,-1.2681542264732564,2878598
4,Armenia,F,Residence,Urban,... if she burns the food,2015,-1.2681542264732564,2878598
4,Armenia,F,Employment,Unemployed,... if she burns the food,2015,-1.2615028635531222,2878598
4,Armenia,F,Age,15-24,... if she burns the food,2015,-1.2548515006329877,2878598
4,Armenia,F,Employment,Employed for kind,... if she burns the food,2015,-1.2548515006329877,2878598
4,Armenia,F,Marital status,Never married,... if she burns the food,2015,-1.2548515006329877,2878598
4,Armenia,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2015,-1.2548515006329877,2878598
4,Armenia,F,Age,25-34,... if she burns the food,2015,-1.2482001377128533,2878598
4,Armenia,F,Age,35-49,... if she burns the food,2015,-1.2482001377128533,2878598
4,Armenia,F,Marital status,Married or living together,... if she burns the food,2015,-1.2482001377128533,2878598
4,Armenia,F,Employment,Employed for cash,... if she burns the food,2015,-1.2348974118725844,2878598
4,Armenia,F,Residence,Rural,... if she burns the food,2015,-1.2215946860323155,2878598
4,Armenia,F,Education,Secondary,... if she burns the food,2015,-1.2149433231121811,2878598
4,Armenia,M,Education,No education,... if she burns the food,2015,0.03967246026562371,2878598
4,Armenia,M,Marital status,"Widowed, divorced, separated",... if she burns the food,2015,-1.274805589393391,2878598
4,Armenia,M,Marital status,Married or living together,... if she burns the food,2015,-1.2482001377128533,2878598
4,Armenia,M,Education,Higher,... if she burns the food,2015,-1.2348974118725844,2878598
4,Armenia,M,Education,Secondary,... if she burns the food,2015,-1.2348974118725844,2878598
4,Armenia,M,Employment,Employed for cash,... if she burns the food,2015,-1.2348974118725844,2878598
4,Armenia,M,Age,15-24,... if she burns the food,2015,-1.22824604895245,2878598
4,Armenia,M,Age,25-34,... if she burns the food,2015,-1.22824604895245,2878598
4,Armenia,M,Age,35-49,... if she burns the food,2015,-1.22824604895245,2878598
4,Armenia,M,Employment,Unemployed,... if she burns the food,2015,-1.22824604895245,2878598
4,Armenia,M,Residence,Rural,... if she burns the food,2015,-1.22824604895245,2878598
4,Armenia,M,Residence,Urban,... if she burns the food,2015,-1.22824604895245,2878598
4,Armenia,M,Education,Primary,... if she burns the food,2015,-1.2082919601920468,2878598
4,Armenia,M,Employment,Employed for kind,... if she burns the food,2015,-1.2082919601920468,2878598
4,Armenia,M,Marital status,Never married,... if she burns the food,2015,-1.2082919601920468,2878598
354,Armenia,F,Age,15-24,... for at least one specific reason,2015,-0.6961370153416958,2878598
354,Armenia,F,Age,25-34,... for at least one specific reason,2015,-0.5830638456994105,2878598
354,Armenia,F,Age,35-49,... for at least one specific reason,2015,-0.5564583940188728,2878598
74,Armenia,F,Age,15-24,... if she argues with him,2015,-0.9355860804665352,2878598
74,Armenia,F,Age,25-34,... if she argues with him,2015,-0.8491183625047876,2878598
74,Armenia,F,Age,35-49,... if she argues with him,2015,-0.8424669995846532,2878598
144,Armenia,F,Age,15-24,... if she goes out without telling him,2015,-0.962191532147073,2878598
144,Armenia,F,Age,25-34,... if she goes out without telling him,2015,-0.9089806287859975,2878598
144,Armenia,F,Age,35-49,... if she goes out without telling him,2015,-0.9222833546262663,2878598
214,Armenia,F,Age,15-24,... if she neglects the children,2015,-0.8025588220638467,2878598
214,Armenia,F,Age,25-34,... if she neglects the children,2015,-0.6828342895014269,2878598
214,Armenia,F,Age,35-49,... if she neglects the children,2015,-0.6495774749007548,2878598
284,Armenia,F,Age,15-24,... if she refuses to have sex with him,2015,-1.2348974118725844,2878598
284,Armenia,F,Age,25-34,... if she refuses to have sex with him,2015,-1.2149433231121811,2878598
284,Armenia,F,Age,35-49,... if she refuses to have sex with him,2015,-1.2215946860323155,2878598
354,Armenia,F,Education,Higher,... for at least one specific reason,2015,-0.8358156366645187,2878598
354,Armenia,F,Education,No education,... for at least one specific reason,2015,0.03967246026562371,2878598
354,Armenia,F,Education,Primary,... for at least one specific reason,2015,-0.4766420389772597,2878598
354,Armenia,F,Education,Secondary,... for at least one specific reason,2015,-0.3170093288940334,2878598
74,Armenia,F,Education,Higher,... if she argues with him,2015,-1.0154024355081483,2878598
74,Armenia,F,Education,No education,... if she argues with him,2015,0.03967246026562371,2878598
74,Armenia,F,Education,Primary,... if she argues with him,2015,-0.9222833546262663,2878598
74,Armenia,F,Education,Secondary,... if she argues with him,2015,-0.6628802007410237,2878598
144,Armenia,F,Education,Higher,... if she goes out without telling him,2015,-1.0952187905497615,2878598
144,Armenia,F,Education,No education,... if she goes out without telling him,2015,0.03967246026562371,2878598
144,Armenia,F,Education,Primary,... if she goes out without telling him,2015,-0.9156319917061319,2878598
144,Armenia,F,Education,Secondary,... if she goes out without telling him,2015,-0.6961370153416958,2878598
214,Armenia,F,Education,Higher,... if she neglects the children,2015,-0.9089806287859975,2878598
214,Armenia,F,Education,No education,... if she neglects the children,2015,0.03967246026562371,2878598
214,Armenia,F,Education,Primary,... if she neglects the children,2015,-0.6495774749007548,2878598
214,Armenia,F,Education,Secondary,... if she neglects the children,2015,-0.43673386145645315,2878598
284,Armenia,F,Education,Higher,... if she refuses to have sex with him,2015,-1.2548515006329877,2878598
284,Armenia,F,Education,No education,... if she refuses to have sex with him,2015,0.03967246026562371,2878598
284,Armenia,F,Education,Primary,... if she refuses to have sex with him,2015,-1.1750351455913746,2878598
284,Armenia,F,Education,Secondary,... if she refuses to have sex with him,2015,-1.1949892343517778,2878598
354,Armenia,F,Employment,Employed for cash,... for at least one specific reason,2015,-0.6695315636611581,2878598
354,Armenia,F,Employment,Employed for kind,... for at least one specific reason,2015,0.467851495681829,2878598
354,Armenia,F,Employment,Unemployed,... for at least one specific reason,2015,-0.6695315636611581,2878598
74,Armenia,F,Employment,Employed for cash,... if she argues with him,2015,-0.869072451265191,2878598
74,Armenia,F,Employment,Employed for kind,... if she argues with him,2015,-0.2105875221718826,2878598
74,Armenia,F,Employment,Unemployed,... if she argues with him,2015,-0.9289347175464008,2878598
144,Armenia,F,Employment,Employed for cash,... if she goes out without telling him,2015,-0.9688428950672073,2878598
144,Armenia,F,Employment,Employed for kind,... if she goes out without telling him,2015,0.042164268793225705,2878598
144,Armenia,F,Employment,Unemployed,... if she goes out without telling him,2015,-0.9954483467477451,2878598
214,Armenia,F,Employment,Employed for cash,... if she neglects the children,2015,-0.7693020074631746,2878598
214,Armenia,F,Employment,Employed for kind,... if she neglects the children,2015,0.3481269631194092,2878598
214,Armenia,F,Employment,Unemployed,... if she neglects the children,2015,-0.7693020074631746,2878598
284,Armenia,F,Employment,Employed for cash,... if she refuses to have sex with him,2015,-1.2016405972719122,2878598
284,Armenia,F,Employment,Employed for kind,... if she refuses to have sex with him,2015,-1.2348974118725844,2878598
284,Armenia,F,Employment,Unemployed,... if she refuses to have sex with him,2015,-1.2348974118725844,2878598
354,Armenia,F,Marital status,Married or living together,... for at least one specific reason,2015,-0.5165502164980662,2878598
354,Armenia,F,Marital status,Never married,... for at least one specific reason,2015,-0.7160911041020991,2878598
354,Armenia,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2015,-0.9222833546262663,2878598
74,Armenia,F,Marital status,Married or living together,... if she argues with him,2015,-0.8025588220638467,2878598
74,Armenia,F,Marital status,Never married,... if she argues with him,2015,-0.962191532147073,2878598
74,Armenia,F,Marital status,"Widowed, divorced, separated",... if she argues with him,2015,-1.0619619759490893,2878598
144,Armenia,F,Marital status,Married or living together,... if she goes out without telling him,2015,-0.8956779029457287,2878598
144,Armenia,F,Marital status,Never married,... if she goes out without telling him,2015,-0.9422374433866696,2878598
144,Armenia,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2015,-1.1085215163900304,2878598
214,Armenia,F,Marital status,Married or living together,... if she neglects the children,2015,-0.6163206603000826,2878598
214,Armenia,F,Marital status,Never married,... if she neglects the children,2015,-0.8225129108242498,2878598
214,Armenia,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2015,-1.0220537984282827,2878598
284,Armenia,F,Marital status,Married or living together,... if she refuses to have sex with him,2015,-1.2149433231121811,2878598
284,Armenia,F,Marital status,Never married,... if she refuses to have sex with him,2015,-1.2415487747927187,2878598
284,Armenia,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2015,-1.2215946860323155,2878598
354,Armenia,F,Residence,Rural,... for at least one specific reason,2015,-0.23054161093228592,2878598
354,Armenia,F,Residence,Urban,... for at least one specific reason,2015,-0.855769725424922,2878598
74,Armenia,F,Residence,Rural,... if she argues with him,2015,-0.5963665715396794,2878598
74,Armenia,F,Residence,Urban,... if she argues with him,2015,-1.0486592501088203,2878598
144,Armenia,F,Residence,Rural,... if she goes out without telling him,2015,-0.6562288378208891,2878598
144,Armenia,F,Residence,Urban,... if she goes out without telling him,2015,-1.1085215163900304,2878598
214,Armenia,F,Residence,Rural,... if she neglects the children,2015,-0.3835229580953777,2878598
214,Armenia,F,Residence,Urban,... if she neglects the children,2015,-0.9156319917061319,2878598
284,Armenia,F,Residence,Rural,... if she refuses to have sex with him,2015,-1.1949892343517778,2878598
284,Armenia,F,Residence,Urban,... if she refuses to have sex with him,2015,-1.2415487747927187,2878598
354,Armenia,M,Age,15-24,... for at least one specific reason,2015,0.3414756001992749,2878598
354,Armenia,M,Age,25-34,... for at least one specific reason,2015,0.25500788223752735,2878598
354,Armenia,M,Age,35-49,... for at least one specific reason,2015,0.11532926091470426,2878598
74,Armenia,M,Age,15-24,... if she argues with him,2015,-0.23719297385242033,2878598
74,Armenia,M,Age,25-34,... if she argues with him,2015,-0.1573766188108071,2878598
74,Armenia,M,Age,35-49,... if she argues with him,2015,-0.217238885092017,2878598
144,Armenia,M,Age,15-24,... if she goes out without telling him,2015,-0.35691750641483994,2878598
144,Armenia,M,Age,25-34,... if she goes out without telling him,2015,-0.5764124827792761,2878598
144,Armenia,M,Age,35-49,... if she goes out without telling him,2015,-0.5365043052584696,2878598
214,Armenia,M,Age,15-24,... if she neglects the children,2015,-0.01769799748798428,2878598
214,Armenia,M,Age,25-34,... if she neglects the children,2015,-0.17067934465107593,2878598
214,Armenia,M,Age,35-49,... if she neglects the children,2015,-0.18398207049134496,2878598
284,Armenia,M,Age,15-24,... if she refuses to have sex with him,2015,-1.2082919601920468,2878598
284,Armenia,M,Age,25-34,... if she refuses to have sex with him,2015,-1.1816865085115091,2878598
284,Armenia,M,Age,35-49,... if she refuses to have sex with him,2015,-1.121824242230299,2878598
354,Armenia,M,Education,Higher,... for at least one specific reason,2015,-0.3170093288940334,2878598
354,Armenia,M,Education,No education,... for at least one specific reason,2015,0.03967246026562371,2878598
354,Armenia,M,Education,Primary,... for at least one specific reason,2015,0.7405573754073406,2878598
354,Armenia,M,Education,Secondary,... for at least one specific reason,2015,0.5809246653241142,2878598
74,Armenia,M,Education,Higher,... if she argues with him,2015,-0.6163206603000826,2878598
74,Armenia,M,Education,No education,... if she argues with him,2015,0.03967246026562371,2878598
74,Armenia,M,Education,Primary,... if she argues with him,2015,0.18849425303618306,2878598
74,Armenia,M,Education,Secondary,... if she argues with him,2015,0.06876972047376333,2878598
144,Armenia,M,Education,Higher,... if she goes out without telling him,2015,-0.869072451265191,2878598
144,Armenia,M,Education,No education,... if she goes out without telling him,2015,0.03967246026562371,2878598
144,Armenia,M,Education,Primary,... if she goes out without telling him,2015,-0.37022023225510886,2878598
144,Armenia,M,Education,Secondary,... if she goes out without telling him,2015,-0.19063343341147926,2878598
214,Armenia,M,Education,Higher,... if she neglects the children,2015,-0.5498070310987384,2878598
214,Armenia,M,Education,No education,... if she neglects the children,2015,0.03967246026562371,2878598
214,Armenia,M,Education,Primary,... if she neglects the children,2015,-0.09086298960946285,2878598
214,Armenia,M,Education,Secondary,... if she neglects the children,2015,0.24170515639725854,2878598
284,Armenia,M,Education,Higher,... if she refuses to have sex with him,2015,-1.2215946860323155,2878598
284,Armenia,M,Education,No education,... if she refuses to have sex with him,2015,0.03967246026562371,2878598
284,Armenia,M,Education,Primary,... if she refuses to have sex with him,2015,-1.1151728793101647,2878598
284,Armenia,M,Education,Secondary,... if she refuses to have sex with him,2015,-1.1284756051504337,2878598
354,Armenia,M,Employment,Employed for cash,... for at least one specific reason,2015,0.20179697887645187,2878598
354,Armenia,M,Employment,Employed for kind,... for at least one specific reason,2015,1.8513349830697898,2878598
354,Armenia,M,Employment,Unemployed,... for at least one specific reason,2015,0.10202653507443546,2878598
74,Armenia,M,Employment,Employed for cash,... if she argues with him,2015,-0.1440738929705383,2878598
74,Armenia,M,Employment,Employed for kind,... if she argues with him,2015,0.8336764562892225,2878598
74,Armenia,M,Employment,Unemployed,... if she argues with him,2015,-0.4633393131369909,2878598
144,Armenia,M,Employment,Employed for cash,... if she goes out without telling him,2015,-0.4566879502168564,2878598
144,Armenia,M,Employment,Employed for kind,... if she goes out without telling him,2015,0.4745028586019635,2878598
144,Armenia,M,Employment,Unemployed,... if she goes out without telling him,2015,-0.6961370153416958,2878598
214,Armenia,M,Employment,Employed for cash,... if she neglects the children,2015,-0.1440738929705383,2878598
214,Armenia,M,Employment,Employed for kind,... if she neglects the children,2015,0.8203737304489537,2878598
214,Armenia,M,Employment,Unemployed,... if she neglects the children,2015,-0.2105875221718826,2878598
284,Armenia,M,Employment,Employed for cash,... if she refuses to have sex with him,2015,-1.1750351455913746,2878598
284,Armenia,M,Employment,Employed for kind,... if she refuses to have sex with him,2015,-0.8757238141853253,2878598
284,Armenia,M,Employment,Unemployed,... if she refuses to have sex with him,2015,-1.1750351455913746,2878598
354,Armenia,M,Marital status,Married or living together,... for at least one specific reason,2015,0.14193471259524212,2878598
354,Armenia,M,Marital status,Never married,... for at least one specific reason,2015,0.26831060807779616,2878598
354,Armenia,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2015,1.5387209258234718,2878598
74,Armenia,M,Marital status,Married or living together,... if she argues with him,2015,-0.2238902480121514,2878598
74,Armenia,M,Marital status,Never married,... if she argues with him,2015,-0.2105875221718826,2878598
74,Armenia,M,Marital status,"Widowed, divorced, separated",... if she argues with him,2015,0.5543192136435766,2878598
144,Armenia,M,Marital status,Married or living together,... if she goes out without telling him,2015,-0.5897152086195449,2878598
144,Armenia,M,Marital status,Never married,... if she goes out without telling him,2015,-0.4167797726960498,2878598
144,Armenia,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2015,0.2217510676368552,2878598
214,Armenia,M,Marital status,Married or living together,... if she neglects the children,2015,-0.17733070757121044,2878598
214,Armenia,M,Marital status,Never married,... if she neglects the children,2015,-0.1307711671302695,2878598
214,Armenia,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,2015,0.9667037146919113,2878598
284,Armenia,M,Marital status,Married or living together,... if she refuses to have sex with him,2015,-1.1750351455913746,2878598
284,Armenia,M,Marital status,Never married,... if she refuses to have sex with him,2015,-1.1816865085115091,2878598
284,Armenia,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2015,-0.6695315636611581,2878598
354,Armenia,M,Residence,Rural,... for at least one specific reason,2015,0.8735846338100289,2878598
354,Armenia,M,Residence,Urban,... for at least one specific reason,2015,-0.2704497884530925,2878598
74,Armenia,M,Residence,Rural,... if she argues with him,2015,0.36808105187981255,2878598
74,Armenia,M,Residence,Urban,... if she argues with him,2015,-0.6429261119806203,2878598
144,Armenia,M,Residence,Rural,... if she goes out without telling him,2015,-0.09751435252959736,2878598
144,Armenia,M,Residence,Urban,... if she goes out without telling him,2015,-0.8025588220638467,2878598
214,Armenia,M,Residence,Rural,... if she neglects the children,2015,0.31487014851873707,2878598
214,Armenia,M,Residence,Urban,... if she neglects the children,2015,-0.4766420389772597,2878598
284,Armenia,M,Residence,Rural,... if she refuses to have sex with him,2015,-1.1284756051504337,2878598
284,Armenia,M,Residence,Urban,... if she refuses to have sex with him,2015,-1.1949892343517778,2878598
5,Azerbaijan,F,Education,Higher,... if she burns the food,2006,-1.1750351455913746,8763353
5,Azerbaijan,F,Residence,Urban,... if she burns the food,2006,-0.8890265400255941,8763353
5,Azerbaijan,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2006,-0.6828342895014269,8763353
5,Azerbaijan,F,Employment,Employed for cash,... if she burns the food,2006,-0.6695315636611581,8763353
5,Azerbaijan,F,Marital status,Never married,... if she burns the food,2006,-0.6163206603000826,8763353
5,Azerbaijan,F,Age,15-24,... if she burns the food,2006,-0.5631097569390073,8763353
5,Azerbaijan,F,Employment,Unemployed,... if she burns the food,2006,-0.43673386145645315,8763353
5,Azerbaijan,F,Age,25-34,... if she burns the food,2006,-0.42343113561618423,8763353
5,Azerbaijan,F,Age,35-49,... if she burns the food,2006,-0.4167797726960498,8763353
5,Azerbaijan,F,Education,Secondary,... if she burns the food,2006,-0.3901743210155121,8763353
5,Azerbaijan,F,Marital status,Married or living together,... if she burns the food,2006,-0.37022023225510886,8763353
5,Azerbaijan,F,Residence,Rural,... if she burns the food,2006,0.07542108339389784,8763353
5,Azerbaijan,F,Employment,Employed for kind,... if she burns the food,2006,0.18184289011604854,8763353
5,Azerbaijan,F,Education,Primary,... if she burns the food,2006,0.421291955240888,8763353
5,Azerbaijan,F,Education,No education,... if she burns the food,2006,0.9201441742509701,8763353
5,Azerbaijan,M,Education,No education,... if she burns the food,2006,0.03967246026562371,8763353
5,Azerbaijan,M,Education,Primary,... if she burns the food,2006,0.03967246026562371,8763353
5,Azerbaijan,M,Residence,Urban,... if she burns the food,2006,-1.055310613028955,8763353
5,Azerbaijan,M,Education,Higher,... if she burns the food,2006,-1.042007887188686,8763353
5,Azerbaijan,M,Employment,Employed for kind,... if she burns the food,2006,-1.0287051613484173,8763353
5,Azerbaijan,M,Marital status,"Widowed, divorced, separated",... if she burns the food,2006,-1.0220537984282827,8763353
5,Azerbaijan,M,Age,25-34,... if she burns the food,2006,-0.9089806287859975,8763353
5,Azerbaijan,M,Marital status,Married or living together,... if she burns the food,2006,-0.902329265865863,8763353
5,Azerbaijan,M,Age,35-49,... if she burns the food,2006,-0.8757238141853253,8763353
5,Azerbaijan,M,Employment,Employed for cash,... if she burns the food,2006,-0.8358156366645187,8763353
5,Azerbaijan,M,Education,Secondary,... if she burns the food,2006,-0.7559992816229056,8763353
5,Azerbaijan,M,Employment,Unemployed,... if she burns the food,2006,-0.7027883782618303,8763353
5,Azerbaijan,M,Marital status,Never married,... if she burns the food,2006,-0.6562288378208891,8763353
5,Azerbaijan,M,Age,15-24,... if she burns the food,2006,-0.6495774749007548,8763353
5,Azerbaijan,M,Residence,Rural,... if she burns the food,2006,-0.48994476481752847,8763353
355,Azerbaijan,F,Age,15-24,... for at least one specific reason,2006,1.631840006705354,8763353
355,Azerbaijan,F,Age,25-34,... for at least one specific reason,2006,2.183903129076511,8763353
355,Azerbaijan,F,Age,35-49,... for at least one specific reason,2006,2.150646314475839,8763353
75,Azerbaijan,F,Age,15-24,... if she argues with him,2006,0.5809246653241142,8763353
75,Azerbaijan,F,Age,25-34,... if she argues with him,2006,0.9334469000912391,8763353
75,Azerbaijan,F,Age,35-49,... if she argues with him,2006,0.9134928113308356,8763353
145,Azerbaijan,F,Age,15-24,... if she goes out without telling him,2006,1.1795473281362128,8763353
145,Azerbaijan,F,Age,25-34,... if she goes out without telling him,2006,1.7914727167885802,8763353
145,Azerbaijan,F,Age,35-49,... if she goes out without telling him,2006,1.711656361746967,8763353
215,Azerbaijan,F,Age,15-24,... if she neglects the children,2006,0.780465552928147,8763353
215,Azerbaijan,F,Age,25-34,... if she neglects the children,2006,1.1063823360147338,8763353
215,Azerbaijan,F,Age,35-49,... if she neglects the children,2006,1.1795473281362128,8763353
285,Azerbaijan,F,Age,15-24,... if she refuses to have sex with him,2006,-0.49659612773766304,8763353
285,Azerbaijan,F,Age,25-34,... if she refuses to have sex with him,2006,-0.25714706261282355,8763353
285,Azerbaijan,F,Age,35-49,... if she refuses to have sex with him,2006,-0.23719297385242033,8763353
355,Azerbaijan,F,Education,Higher,... for at least one specific reason,2006,0.2217510676368552,8763353
355,Azerbaijan,F,Education,Primary,... for at least one specific reason,2006,2.922204413211433,8763353
355,Azerbaijan,F,Education,Secondary,... for at least one specific reason,2006,2.2171599436771836,8763353
75,Azerbaijan,F,Education,Higher,... if she argues with him,2006,-0.5298529423383351,8763353
75,Azerbaijan,F,Education,No education,... if she argues with him,2006,2.396746742520813,8763353
